appointment_type,agency,employee_count,avg_pay,avg_tenure
OTHER (EXCEPTED SERVICE NONPERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,13,108038.23,6.08
OTHER (EXCEPTED SERVICE NONPERMANENT),AFRICAN DEVELOPMENT FOUNDATION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),APPALACHIAN REGIONAL COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),ARCTIC RESEARCH COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),ARMED FORCES RETIREMENT HOME,3,164616.33,1.93
OTHER (EXCEPTED SERVICE NONPERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,10,152029.1,4.15
OTHER (EXCEPTED SERVICE NONPERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,17,0.0,3.92
OTHER (EXCEPTED SERVICE NONPERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),COMMISSION OF FINE ARTS,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),COMMISSION ON CIVIL RIGHTS,4,155502.0,1.52
OTHER (EXCEPTED SERVICE NONPERMANENT),COMMODITY FUTURES TRADING COMMISSION,4,38875.5,1.55
OTHER (EXCEPTED SERVICE NONPERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,33,81785.18,4.2
OTHER (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF ECONOMIC ADVISERS,20,73795.44,1.24
OTHER (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,16,185396.07,13.41
OTHER (EXCEPTED SERVICE NONPERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,3,148226.0,3.63
OTHER (EXCEPTED SERVICE NONPERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,1,101401.0,6.6
OTHER (EXCEPTED SERVICE NONPERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),DELTA REGIONAL AUTHORITY,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),DENALI COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF AGRICULTURE,169,101998.92,7.78
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF COMMERCE,187,141852.17,8.44
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF DEFENSE,3825,,5.86
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF EDUCATION,87,86970.44,4.93
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF ENERGY,85,77412.16,4.89
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,10649,138496.59,10.5
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOMELAND SECURITY,17917,93226.72,6.51
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,8,160921.0,4.94
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF INTERIOR,2403,75256.48,15.44
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF JUSTICE,1399,113396.23,6.21
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF LABOR,11,167265.73,0.87
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF STATE,538,113386.98,10.2
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE AIR FORCE,2476,,3.09
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE ARMY,3000,,4.14
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE NAVY,97,,7.83
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TRANSPORTATION,695,62230.37,1.45
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TREASURY,38,154642.11,5.75
OTHER (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF VETERANS AFFAIRS,9962,92125.99,4.15
OTHER (EXCEPTED SERVICE NONPERMANENT),DFC,15,173161.33,1.8
OTHER (EXCEPTED SERVICE NONPERMANENT),ELECTION ASSISTANCE COMMISSION,2,96595.0,14.6
OTHER (EXCEPTED SERVICE NONPERMANENT),ENVIRONMENTAL PROTECTION AGENCY,300,97335.41,2.97
OTHER (EXCEPTED SERVICE NONPERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT ADMINISTRATION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FED MEDIATION AND CONCILIATION SERVICE,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL COMMUNICATIONS COMMISSION,12,155066.33,6.78
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,1,275000.0,17.6
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL ELECTION COMMISSION,8,183962.0,6.86
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL HOUSING FINANCE AGENCY,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL MARITIME COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL RESERVE SYSTEM,2,104920.5,1.5
OTHER (EXCEPTED SERVICE NONPERMANENT),FEDERAL TRADE COMMISSION,3,98495.67,11.5
OTHER (EXCEPTED SERVICE NONPERMANENT),GENERAL SERVICES ADMINISTRATION,16,15129.19,4.94
OTHER (EXCEPTED SERVICE NONPERMANENT),GOVERNMENT PUBLISHING OFFICE,3,151665.67,17.93
OTHER (EXCEPTED SERVICE NONPERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),INTER-AMERICAN FOUNDATION,1,195200.0,11.5
OTHER (EXCEPTED SERVICE NONPERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,8,146661.5,3.96
OTHER (EXCEPTED SERVICE NONPERMANENT),JUDICIAL BRANCH,60,133754.33,3.43
OTHER (EXCEPTED SERVICE NONPERMANENT),MARINE MAMMAL COMMISSION,11,185595.09,9.1
OTHER (EXCEPTED SERVICE NONPERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,20,178563.9,2.72
OTHER (EXCEPTED SERVICE NONPERMANENT),MERIT SYSTEMS PROTECTION BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),MILLENNIUM CHALLENGE CORPORATION,29,195153.55,12.31
OTHER (EXCEPTED SERVICE NONPERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,15,42804.93,9.08
OTHER (EXCEPTED SERVICE NONPERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,92,172739.98,10.22
OTHER (EXCEPTED SERVICE NONPERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,11,193558.73,9.66
OTHER (EXCEPTED SERVICE NONPERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,16,120932.12,23.86
OTHER (EXCEPTED SERVICE NONPERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,1,151996.0,0.0
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,2,158612.0,6.75
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL COUNCIL ON DISABILITY,7,155502.0,3.86
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL LABOR RELATIONS BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL MEDIATION BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL SCIENCE FOUNDATION,45,190031.27,4.78
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL SECURITY COUNCIL,2,62318.0,2.15
OTHER (EXCEPTED SERVICE NONPERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),NUCLEAR REGULATORY COMMISSION,89,153952.23,13.13
OTHER (EXCEPTED SERVICE NONPERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),OFC OF THE NAT CYBER DIR,14,153202.86,2.76
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF ADMINISTRATION,5,182715.2,16.86
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF GOVERNMENT ETHICS,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF MANAGEMENT AND BUDGET,3,174507.67,2.03
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF PERSONNEL MANAGEMENT,10,80520.8,7.17
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,1,0.0,0.8
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF SPECIAL COUNSEL,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,11,115394.91,3.86
OTHER (EXCEPTED SERVICE NONPERMANENT),PEACE CORPS,712,145933.12,11.06
OTHER (EXCEPTED SERVICE NONPERMANENT),PENSION BENEFIT GUARANTY CORPORATION,10,178495.1,3.43
OTHER (EXCEPTED SERVICE NONPERMANENT),PRESIDIO TRUST,9,86018.56,1.94
OTHER (EXCEPTED SERVICE NONPERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,4,167759.0,12.45
OTHER (EXCEPTED SERVICE NONPERMANENT),PUBLIC BUILDINGS REFORM BOARD,6,162791.33,8.85
OTHER (EXCEPTED SERVICE NONPERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,3,150160.0,3.93
OTHER (EXCEPTED SERVICE NONPERMANENT),RAILROAD RETIREMENT BOARD,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),SECURITIES AND EXCHANGE COMMISSION,2,184105.0,2.6
OTHER (EXCEPTED SERVICE NONPERMANENT),SELECTIVE SERVICE SYSTEM,16,156319.25,4.51
OTHER (EXCEPTED SERVICE NONPERMANENT),SMALL BUSINESS ADMINISTRATION,49,138682.9,6.15
OTHER (EXCEPTED SERVICE NONPERMANENT),SMITHSONIAN INSTITUTION,1,128446.0,29.5
OTHER (EXCEPTED SERVICE NONPERMANENT),SOCIAL SECURITY ADMINISTRATION,9,137257.78,4.49
OTHER (EXCEPTED SERVICE NONPERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),SURFACE TRANSPORTATION BOARD,3,195200.0,0.33
OTHER (EXCEPTED SERVICE NONPERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,5,99211.4,8.82
OTHER (EXCEPTED SERVICE NONPERMANENT),TRADE AND DEVELOPMENT AGENCY,1,195200.0,29.3
OTHER (EXCEPTED SERVICE NONPERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,38,105085.57,10.82
OTHER (EXCEPTED SERVICE NONPERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,22,107909.0,4.87
OTHER (EXCEPTED SERVICE NONPERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,5,127300.4,5.14
OTHER (EXCEPTED SERVICE NONPERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,0,,
OTHER (EXCEPTED SERVICE NONPERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,28,142340.04,2.99
OTHER (EXCEPTED SERVICE NONPERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,9,140592.0,20.83
OTHER (EXCEPTED SERVICE NONPERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,3,108447.33,13.47
OTHER (EXCEPTED SERVICE PERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,2,122589.0,3.5
OTHER (EXCEPTED SERVICE PERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,18,154425.72,13.19
OTHER (EXCEPTED SERVICE PERMANENT),AFRICAN DEVELOPMENT FOUNDATION,1,87420.0,3.4
OTHER (EXCEPTED SERVICE PERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,1,128619.0,19.2
OTHER (EXCEPTED SERVICE PERMANENT),APPALACHIAN REGIONAL COMMISSION,2,124100.5,2.1
OTHER (EXCEPTED SERVICE PERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,2,178109.5,14.65
OTHER (EXCEPTED SERVICE PERMANENT),ARCTIC RESEARCH COMMISSION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),ARMED FORCES RETIREMENT HOME,1,207500.0,7.5
OTHER (EXCEPTED SERVICE PERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,1,121684.0,4.0
OTHER (EXCEPTED SERVICE PERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,,
OTHER (EXCEPTED SERVICE PERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
OTHER (EXCEPTED SERVICE PERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
OTHER (EXCEPTED SERVICE PERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,1,195200.0,10.8
OTHER (EXCEPTED SERVICE PERMANENT),COMMISSION OF FINE ARTS,0,,
OTHER (EXCEPTED SERVICE PERMANENT),COMMISSION ON CIVIL RIGHTS,0,,
OTHER (EXCEPTED SERVICE PERMANENT),COMMODITY FUTURES TRADING COMMISSION,1,289400.0,42.7
OTHER (EXCEPTED SERVICE PERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,376,125699.07,10.92
OTHER (EXCEPTED SERVICE PERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
OTHER (EXCEPTED SERVICE PERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,0,,
OTHER (EXCEPTED SERVICE PERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,0,,
OTHER (EXCEPTED SERVICE PERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,2,92499.0,2.4
OTHER (EXCEPTED SERVICE PERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,60,193530.47,16.28
OTHER (EXCEPTED SERVICE PERMANENT),DELTA REGIONAL AUTHORITY,0,,
OTHER (EXCEPTED SERVICE PERMANENT),DENALI COMMISSION,13,152193.0,14.79
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF AGRICULTURE,824,95298.22,11.99
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF COMMERCE,442,163756.87,14.82
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF DEFENSE,14228,,11.31
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF EDUCATION,320,160519.36,10.72
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF ENERGY,1176,172843.79,13.67
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,413,149850.73,12.8
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HOMELAND SECURITY,66582,122831.83,10.21
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,17,129183.65,16.01
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF INTERIOR,614,80017.79,9.22
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF JUSTICE,40246,141616.68,13.0
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF LABOR,102,160230.6,23.33
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF STATE,147,118363.83,11.59
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE AIR FORCE,18039,,10.48
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE ARMY,32356,,9.67
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE NAVY,6126,,10.6
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF TRANSPORTATION,44058,144778.66,14.43
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF TREASURY,409,144950.8,12.48
OTHER (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF VETERANS AFFAIRS,290082,127190.6,9.28
OTHER (EXCEPTED SERVICE PERMANENT),DFC,1,84601.0,2.4
OTHER (EXCEPTED SERVICE PERMANENT),ELECTION ASSISTANCE COMMISSION,61,129145.13,6.53
OTHER (EXCEPTED SERVICE PERMANENT),ENVIRONMENTAL PROTECTION AGENCY,22,118487.71,13.0
OTHER (EXCEPTED SERVICE PERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,0,,
OTHER (EXCEPTED SERVICE PERMANENT),FARM CREDIT ADMINISTRATION,1,,2.4
OTHER (EXCEPTED SERVICE PERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),FED MEDIATION AND CONCILIATION SERVICE,61,153541.54,12.71
OTHER (EXCEPTED SERVICE PERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,2,207500.0,27.2
OTHER (EXCEPTED SERVICE PERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,1,225700.0,10.8
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL COMMUNICATIONS COMMISSION,4,181586.5,34.58
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,25,145070.08,9.65
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL ELECTION COMMISSION,243,143035.87,17.58
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,3,177289.33,17.03
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL HOUSING FINANCE AGENCY,8,236134.38,18.12
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,2,185101.5,17.1
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL MARITIME COMMISSION,3,203400.0,22.0
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,1,195200.0,9.0
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL RESERVE SYSTEM,2,110887.0,10.8
OTHER (EXCEPTED SERVICE PERMANENT),FEDERAL TRADE COMMISSION,2,190731.0,5.85
OTHER (EXCEPTED SERVICE PERMANENT),GENERAL SERVICES ADMINISTRATION,48,70799.62,8.75
OTHER (EXCEPTED SERVICE PERMANENT),GOVERNMENT PUBLISHING OFFICE,15,115996.75,11.98
OTHER (EXCEPTED SERVICE PERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
OTHER (EXCEPTED SERVICE PERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,5,59282.0,2.86
OTHER (EXCEPTED SERVICE PERMANENT),INTER-AMERICAN FOUNDATION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,0,,
OTHER (EXCEPTED SERVICE PERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,2,199300.0,30.95
OTHER (EXCEPTED SERVICE PERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,5,123666.8,9.62
OTHER (EXCEPTED SERVICE PERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
OTHER (EXCEPTED SERVICE PERMANENT),JUDICIAL BRANCH,106,119263.76,14.53
OTHER (EXCEPTED SERVICE PERMANENT),MARINE MAMMAL COMMISSION,1,224013.0,34.1
OTHER (EXCEPTED SERVICE PERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,29,129063.9,6.18
OTHER (EXCEPTED SERVICE PERMANENT),MERIT SYSTEMS PROTECTION BOARD,0,,
OTHER (EXCEPTED SERVICE PERMANENT),MILLENNIUM CHALLENGE CORPORATION,14,187484.93,8.73
OTHER (EXCEPTED SERVICE PERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,17,151260.53,14.32
OTHER (EXCEPTED SERVICE PERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,26,154530.69,9.28
OTHER (EXCEPTED SERVICE PERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,4,89816.75,7.97
OTHER (EXCEPTED SERVICE PERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
OTHER (EXCEPTED SERVICE PERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,6,160986.0,8.23
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL COUNCIL ON DISABILITY,2,190217.0,16.5
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,4,,6.62
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL LABOR RELATIONS BOARD,9,192395.22,20.37
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL MEDIATION BOARD,0,,
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL SCIENCE FOUNDATION,374,201389.98,12.1
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL SECURITY COUNCIL,0,,
OTHER (EXCEPTED SERVICE PERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,3,207500.0,18.1
OTHER (EXCEPTED SERVICE PERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
OTHER (EXCEPTED SERVICE PERMANENT),NUCLEAR REGULATORY COMMISSION,2495,156511.77,17.19
OTHER (EXCEPTED SERVICE PERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,7,167531.71,14.71
OTHER (EXCEPTED SERVICE PERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,6,203432.0,21.18
OTHER (EXCEPTED SERVICE PERMANENT),OFC OF THE NAT CYBER DIR,2,135000.0,2.5
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF ADMINISTRATION,2,133727.0,8.6
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF GOVERNMENT ETHICS,1,98811.0,11.6
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF MANAGEMENT AND BUDGET,0,,
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,0,,
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF PERSONNEL MANAGEMENT,10,108171.2,5.52
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,0,,
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF SPECIAL COUNSEL,4,150243.0,10.65
OTHER (EXCEPTED SERVICE PERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,1,184363.0,3.1
OTHER (EXCEPTED SERVICE PERMANENT),PEACE CORPS,0,,
OTHER (EXCEPTED SERVICE PERMANENT),PENSION BENEFIT GUARANTY CORPORATION,2,173692.0,21.1
OTHER (EXCEPTED SERVICE PERMANENT),PRESIDIO TRUST,306,130623.15,11.34
OTHER (EXCEPTED SERVICE PERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,25,171459.92,10.61
OTHER (EXCEPTED SERVICE PERMANENT),PUBLIC BUILDINGS REFORM BOARD,1,195200.0,36.6
OTHER (EXCEPTED SERVICE PERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
OTHER (EXCEPTED SERVICE PERMANENT),RAILROAD RETIREMENT BOARD,2,81566.5,10.75
OTHER (EXCEPTED SERVICE PERMANENT),SECURITIES AND EXCHANGE COMMISSION,5,271690.0,24.94
OTHER (EXCEPTED SERVICE PERMANENT),SELECTIVE SERVICE SYSTEM,0,,
OTHER (EXCEPTED SERVICE PERMANENT),SMALL BUSINESS ADMINISTRATION,33,119258.45,10.97
OTHER (EXCEPTED SERVICE PERMANENT),SMITHSONIAN INSTITUTION,35,97483.44,14.63
OTHER (EXCEPTED SERVICE PERMANENT),SOCIAL SECURITY ADMINISTRATION,159,165835.4,18.58
OTHER (EXCEPTED SERVICE PERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,1,167603.0,0.9
OTHER (EXCEPTED SERVICE PERMANENT),SURFACE TRANSPORTATION BOARD,0,,
OTHER (EXCEPTED SERVICE PERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,3,159486.0,12.57
OTHER (EXCEPTED SERVICE PERMANENT),TRADE AND DEVELOPMENT AGENCY,1,114923.0,3.3
